,Tweets
561,وہ ان تمام اقدار کی صریح خلاف ورزی ہے۔ یہ نہایت صدمہ انگیز، پرلے درجے کی قابل نفرت و کراہت اور قابلِ مذمت ہے۔ خدا کرے کبھی کسی انسان کو اس سب سے نہ گزرنا پڑے۔ میری چیف جسٹس آف پاکستان سے استدعا ہے کہ وہ اس کا از خود نوٹس لیں۔
562,یعنی نیکی کی تلقین کرنے اور برائی (کی راہ) روکنے کا حکم صادر کررکھا ہے۔میں ان کلمات کو ارشد شریف سے منسوب کرتا ہوں جو اپنی جان کو لاحق شدید خطرات کےباوجود ناانصافی کیخلاف ڈٹ کر کھڑا ہوا۔
563,معیار سےمسلسل گرتے ہوئے ایک بنانا ریپبلک میں ڈھلنے کےمناظر! ہماری بربریت دیکھ کر مہذب دنیا پر سکتہ طاری ہوگا۔ بدترین پہلو تو یہ ہے کہ منصفانہ عدالتی کارروائی کے بغیر جبر و تشدد سے مثال بنانے کیلئے ایک آسان ترین ہدف چُنا گیا ہے۔
564,"This video clearly shows that Ali Bilal, also affectionately called Zille Shah, was alive when taken to police station. So he was killed while in police custody -   such is the murderous bent of the present regime & Punjab police."
565,دستور کا آرٹیکل 14 ”شرفِ انسانی کو قابلِ حرمت“ قرار دیتا ہے؛ چنانچہ سپریم کورٹ کے معزز ججز سے میرا سوال ہے کہ آیا دستور کے اس آرٹیکل کا اطلاق محض ریاست کے طاقتور حکام تک ہی محدود ہے کیونکہ باقی سب کیلئے تو شرفِ انسانی جیسے بنیادی حق کو بھی تحفظ حاصل نہیں؟
566,Congratulations to AJK PTI & Sardar Ilyas for PTI's success in LG elections against all odds.
567,"Haqeeqi Azadi March started at Liberty and the people of Lahore  have come out to lead our March.
#حقیقی_آزادی_لانگ_مارچ"
568,No force can win against an idea whose time has come.
569,My message to the nation to stand resolute and fight for Haqeeqi Azadi & rule of law.
570,"بدمعاشوں کا یہ ٹولہ جس انداز میں عوام کو مہنگائی کے بوجھ تلے کچل رہا ہےاسکےبعد تو ہم کسی بھی وقت سری لنکا کیطرح مکمل معاشی وسیاسی انحطاط کا شکارہوسکتے ہیں۔ 
#امپورٹڈ_حکومت_نامنظور"
571,یہ قانون کی حکمرانی ہےجو خوشحال کو غریب اقوام سےممتاز کرتی ہےاورکوئی اس سےبالاترنہیں۔NROs نہ قبضہ گروپ اور نہ ہی کسی طاقتورکےمتعلق سچی ٹویٹ پر زیرِحراست تشدد کیونکہ نظامِ انصاف کمزور کاتحفظ کرتاہے۔ریاستِ مدینہ کی اساس بھی عدل وانصاف ہی پر استوار تھی
572,روس سےسستا تیل خریدنےکی بجائےتبدیلئ سرکار کی سازش سےلائی گئی امپورٹڈحکومت خود کو1100ارب کا NRO-2دیتےہوئےعوام کو ناقابلِ برداشت بوجھ تلے کچلنےکا سلسلہ جاری رکھےہوئےہے۔پٹرول 99 جبکہ ڈیزل 133روپےمہنگاکیاجاچکاہے۔اس کیخلاف کل ہمارےساتھ شاملِ احتجاج ہوں!
573,بس بہت ہوگیا!کل جیو اور خانزادہ نے سرپرستوں کی مدد سے ایک مشہورِ زمانہ دھوکے باز اور عالمی سطح پرمطلوب مجرم کی تراشی گئی بے بنیاد کہانی کے ذریعے مجھ پر بہتان تراشی کی۔ میں نے اپنے وکلاء سے بات کی ہے اور میں جیو، خانزادہ اور اس دھوکے باز کیخلاف پاکستان میں ہی نہیں
574,"not only bec he has committed no crime to deserve this mental & physical torture, but also because this petulant & vengeful targeting is undermining our mly's credibility which is critical for a strong Pakistan."
575,These words from the Holy Quran are very relevant for my team and the people of Pakistan as they confront the tyranny our nation is facing today.
576,جس طرح فواد کوہتھکڑیوں میں جکڑ کر اور سر/چہرہ ڈھانپ کر ایک دہشت گردکیطرح عدالت میں پیش کیاجارہاہےاس سےظاہرہوتاہےکہ امپورٹڈحکومت اور ریاست گراوٹ کی کِن گہرائیوں میں اترچکےہیں۔فواد چودھری،اعظم سواتی اور اس سےقبل شہباز گِل سے روا رکھےجانےوالےسلوک کےبعد لوگوں کےذہنوں میں کوئی
577,آرمی ایوی ایشن کے ہیلی کاپٹر کو پیش آنے والے حادثے اور سوار تمام افراد کی شہادتوں کی خبرالمناک ہے۔ میری دعائیں اور ہمدردیاں شہداء کے اہلِ خانہ کےساتھ ہیں۔ مجھےلیفٹیننٹ جنرل سرفرازعلی کو جاننے کا موقع ملا اور میں نےانہیں ایک نہایت پیشہ ور،راست باز اور دیانتدارانسان پایا۔
578,People have rejected this Imported govt of crooks brought in through US regime change conspiracy.
579,"By not implementing IHC orders to hold LG elections in Islamabad today, ECP has again shown it is B team of Imported Govt & its backers. PDM, fearful of the people, is running away from all elections. Right to vote is a fundamental democratic norm & PTI stands committed to it."
580,"This was despite the sharp slow down after regime change conspiracy operationalised. In July '21-March '22, under PTI Govt exports grew 27%. In June under cabal of crooks export growth slowed to 5.8%. #امپورٹڈ_حکومت_نامنظور"
581,Saddened to learn of young PTI tiger Taha Sheikh's death. On 7th Oct he was shot in front of his house in what looks like a targeted hit. Taha  succumbed to his injuries & passed away. Sindh police has yet to arrest the culprits. My prayers & condolences go to his family.
582,Drone footage K2 Summit. How many people within & outside Pakistan realise that we live in one of the most diverse landscapes in the world with 12 climatic zones.
583,ہتھکنڈے کامیاب ہونے کی اجازت دی تو آمریت کےوہی تاریک دن لوٹ آئیں گےجن کے دوران آزاد میڈیا اور حُرّیتِ اظہار کی قطعاً گنجائش نہیں ہوا کرتی تھی۔ آئین کی روح کے مطابق ایک آزاد میڈیا اور اظہار کی آزادی کے بغیر توحقیقی آزادی ممکن نہیں۔
584,Congratulations to Mahmood Maulvi & Team PTI Karachi for victory in the NA 245 election today. InshaAllah we are moving forward in our movement for Haqeeqi Azadi.
585,حضرت امام حسین علیہ السلام نےایک ظالم کی فوج جو تعداد میں ان سےکہیں بڑھ کرتھی، کا سامنا کرتے ہوئے باطل(جھوٹ)کیخلاف حق و سچ پر ڈٹ جانے کی پاداش میں کربلا میں اپنے اہلِ بیت اور ساتھیوں سمیت جانوں کے نذرانے پیش کئے۔
586,"اگر آپ خطرات مول لینے کو تیار اور اپنے حریفوں کی غلطیوں سے فائدہ
اٹھانے کی صلاحیت رکھتے ہیں تو جیت آپ ہی کے قدم چومے گی؛ یعنی آپکو حملہ آور ذہنیت کے ساتھ میدان میں اترنا ہے۔ میری نیک خواہشات آپ کے ساتھ، پوری قوم آپ کی کامیابی کیلئے دعاگو ہے۔"
587,حکمتِ عملی پر تبادلۂ خیال کیا۔ ڈیرہ اسماعیل خان اور ٹانک میں جس نوعیت کا سیلاب مجھے دکھائی دیا اس سے ظاہر ہوتا ہے کہ پاکستان کو ایک بڑا چیلنج درپیش ہے کیونکہ ملک کے بہت سے دیگر حصوں کو  بھی اسی قسم کی کیفیت کا سامنا ہے۔
588,چوٹ کے اثرات سے نکل کر پاکستان کیلئے سونے کا تمغہ جیتنے اور 90.18 میٹر دور نیزہ پھینک کر کھیل میں ایک نیا ریکارڈ قائم کرنے پر نیزہ پھینکنے کے ماہر کھلاڑی (جیولین تھرور) ارشد ندیم کو بہت مبارک!
589,"ہمارےکارکنان اور قائدین پر کل صبح سےآنسو گیس، کیمیکل ملے پانی والی توپوں اور ربڑ کی گولیوں جبکہ آج صبح سیدھی فائرنگ سے پولیس کی یلغار کے بعد رینجرز میدان میں اتار دیے گئے ہیں جو براہِ راست عوام سے متصادم ہیں۔مقتدرہ کے وہ حلقے جن کا دعویٰ ہے کہ 
”غیرجانبدار“ ہیں، سےمیرا سوال"
590,قوم امپورٹڈحکومت ،جسےتبدیلئ حکومت کی امریکی سازش کےذریعےاس وقت مسلط کیاگیاجب میری حکومت معیشت مستحکم کرچکی تھی، کی معاشی قیمت کےبوجھ تلے کچلی جارہی ہے۔برآمدات،جو ن لیگ کےپچھلےدورِحکومت میں 25$ ارب پر کھڑی تھیں پہلی مرتبہ30$ارب کی سطح عبور کرتےہوئےرواں برس 31.76$ارب ہو گئیں
591,آئین کے تحفظ کیلئے آج پوری قوم عدلیہ کی طرف دیکھ رہی ہے۔90 دن کے اندر انتخابات کا انعقاد آئینی تقاضا ہے جس سے کسی بھی قسم کا انحراف آرٹیکل 6 کی خلاف ورزی ہوگی۔
592,8 March 2022 when VoNC tabled $ was at Rs 178. Today it has reached Rs 250. On 8 March 2022 inflation stood at 16.5%;today it has spiralled to 38%. Not only is this Imported govt made up of crooks but it is thoroughly incompetent too. Question is who is responsible for this mess?
593,اسےوزارتِ عظمیٰ پر بٹھایا گیا۔تب سےیہ شخص ان اداروں کےسربراہ مقررکرنےپرلگاہواہےجو اس کیخلاف مقدمات کی تحقیقات کررہےہیں -پہلے FIA اور اب نیب- تاکہ 16ارب کی کرپشن اور8ارب کی منی لانڈرنگ کےمقدمات سےخود کومستقل طور پر بری کروا سکے۔ایک ملک اسی طرح تو ”بنانا ریپبلک“ بنتاہے۔
594,"لندن 1930 کی تاریخی گول میز کانفرنس جس میں قائداعظم اور اقبال دونوں موجود تھے۔
یہ تصویر میرے خاندان کیلیے فخر کاباعث ہے کیونکہ اس میں میرے دادا کےبھائی محمدزمان خان(جن کے نام پر زمان پارک قائم کیاگیا) اور میرے خالو جہانگیر خان بھی موجود ہیں (بائیں جانب سے دوسرے اور تیسرے نمبر پر)"
