,Unnamed: 0,Tweets,Unnamed: 2,Unnamed: 3,Unnamed: 4
561,562,We acknowledge with thanks the United States' pledge of $ 100 million through USAID to support Pakistan's continued flood recovery & reconstruction efforts. The assistance from our friends & partners is crucial to help us build back better from the devastating floods.  ,,,
562,563,I have learnt with deep anguish about the explosion at popular Istiklal avenue in the heart of Istanbul. Govt & people of Pakistan express deepest condolences to the brotherly people of Turkiye at the loss of precious lives & send prayers for the speedy recovery of the injured.,,,
563,564,"Compared to the previous government, this budget shows many significant improvements. More opportunities for education have been provided to the youth, with special emphasis on Balochistan. Subsidy has been given to the economically weaker sections. It is that the non-productive assets of the rich have been taxed",,,
564,565,"Had the pleasure of meeting a high-powered Turkish delegation today led by Mr. 
@suleymansoylu
, Minister for Interior & Mr. 
@murat_kurum
, Minister for Environment, Urbanization and Climate Change. The delegation was here on the instruction of my brother H.E. President 
@RTErdogan
 >",,,
565,566,"The whole nation pays a heartfelt tribute to Ms. Fatima Jinnah for her services to Pakistan and for her eternal support of Quaid-e-Azam in the creation of Pakistan. The mother of the nation was a figure of sacrifice, dedication and selfless struggle. His political struggle and great character is a beacon for all of us.",,,
566,567,We need to increase our exports and reduce imports to come out of recurrent balance of payment crisis. I proposed the public-private partnership as a way of involving our private sector in the conception & execution of development projects. This will bring in fresh ideas.,,,
567,568,"I congratulated @CMShehbaz on becoming Pakistan’s new Prime Minister.

Looking forward to deepening  cooperation across the board, especially in trade and climate action.",,,
568,569,Mian Nawaz Sharif is not just my leader and my elder brother but also someone who has been a pillar of strength for me throughout my life. His affection & love is a source of confidence and inspiration for me.,,,
569,570,"Kalsoom Bhabhi was a courageous & fearless woman. Dignified & soft-spoken, she fulfilled every role with near perfection. The moment one talked to her, one would be overwhelmed by her affection. She stood up for democracy & constitution when time needed.May her soul rest in peace",,,
570,571,"I would particularly commend the role & efforts of Foreign Minister Bilawal Bhutto, Army Chief General Qamar Javed Bajwa and their teams & all  political parties for putting up a united front to get Pakistan out of the grey list. Alhumdulillah!",,,
571,572,"Just spoke to Ubaid Nizamani  Head of Mission, Kabul. Relieved to hear that he is safe. I expressed solidarity of govt & people with him, while assuring full support & assistance to him & mission on all counts. I also conveyed prayers for swift recovery of brave security guard.",,,
572,573,"While highlighting growing bilateral trade & financial linkages between our two friendly countries, I underscored the immense importance Pakistan attaches to strategic ML-1 railway, Babusar Tunnel, Karachi Circular Railway & desalination plant in Karachi.",,,
573,574,I strongly condemn the terrorist attack on the police in Karachi and salute the brave police and law enforcement personnel who foiled the attack. Terrorists may have forgotten that Pakistanis are the nation that defeated terrorism with their bravery. 1/2,,,
574,575,"Deeply saddened by the loss of precious lives as a result of the earthquake in #Sichuan, China. We offer our profound condolences and most sincere sympathies to the bereaved families and stand by the government and people of  in this tragedy.",,,
575,576,Unprovoked shelling & fire by Afghan Border Forces at Chaman resulting in martyrdom of several Pakistani citizens & injuring more than a dozen is unfortunate & deserves the strongest condemnation. The Afghan Interim government should ensure that such incidents are not repeated.,,,
576,577,"I extend my profound condolences over the sad demise of former Japanese Prime Minister Shinzo Abe. He made invaluable contributions to the Pakistan-Japan relationship. Our prayers are with bereaved family. At this difficult time, we stand in solidarity with the people of Japan.",,,
577,578,"A polio-free Pakistan is our national goal. Pakistan is one of few countries that still have polio cases, which is unfortunate. Federal & provincial govts should do their best to eradicate polio virus as a collective mission. I appeal to parents to cooperate with polio teams.",,,
578,579,"A big thank you to UN SG 
@antonioguterres
 for his unprecedented support of the flood victims. His two-day visit has been critical in raising awareness about the human tragedy. Deeply touched by his empathy and leadership. Pakistan needs global support to overcome this challenge.",,,
